especie,ultimo,variacion,anterior,apertura,minimo,maximo,varMTD,varYTD,var6M,var12M,fecha,hora,cierre,timestamp,volumen
DOLAR CCL,79.01,0,79.01,79.01,79.01,79.01,,,,,2019-12-07,19:59,79.01,1575687600,0
DOLAR CCL,79.01,0,79.01,79.01,79.01,79.01,,,,,2019-12-08,19:59,79.01,1575774000,0
DOLAR CCL,78.88,,,78.88,78.88,78.88,,,,,2019-12-09,,78.88,1575860400,0
DOLAR CCL,76.6,,,76.6,76.6,76.6,,,,,2019-12-10,,76.6,1575946800,0
DOLAR CCL,74.19,,,74.19,74.19,74.19,,,,,2019-12-11,,74.19,1576033200,0
DOLAR CCL,75.96,,,75.96,75.96,75.96,,,,,2019-12-12,,75.96,1576119600,0
DOLAR CCL,73.18,,,73.18,73.18,73.18,,,,,2019-12-13,,73.18,1576206000,0
DOLAR CCL,74.07,0,74.07,74.07,74.07,74.07,,,,,2019-12-14,19:59,74.07,1576292400,0
DOLAR CCL,74.07,0,74.07,74.07,74.07,74.07,,,,,2019-12-15,19:59,74.07,1576378800,0
DOLAR CCL,74.07,,,74.07,74.07,74.07,,,,,2019-12-16,,74.07,1576465200,0
DOLAR CCL,76.03,,,76.03,76.03,76.03,,,,,2019-12-17,,76.03,1576551600,0
DOLAR CCL,74.18,,,74.18,74.18,74.18,,,,,2019-12-18,,74.18,1576638000,0
DOLAR CCL,72.87,,,72.87,72.87,72.87,,,,,2019-12-19,,72.87,1576724400,0
DOLAR CCL,72.63,,,72.63,72.63,72.63,,,,,2019-12-20,,72.63,1576810800,0
DOLAR CCL,72.82,0,72.82,72.82,72.82,72.82,,,,,2019-12-21,19:59,72.82,1576897200,0
DOLAR CCL,72.82,0,72.82,72.82,72.82,72.82,,,,,2019-12-22,19:59,72.82,1576983600,0
DOLAR CCL,72.82,,,72.82,72.82,72.82,,,,,2019-12-23,,72.82,1577070000,0
DOLAR CCL,73.44,0,73.44,73.44,73.44,73.44,,,,,2019-12-24,19:59,73.44,1577156400,0
DOLAR CCL,73.44,0,73.44,73.44,73.44,73.44,,,,,2019-12-25,19:59,73.44,1577242800,0
DOLAR CCL,73.43,,,73.43,73.43,73.43,,,,,2019-12-26,,73.43,1577329200,0
DOLAR CCL,72.94,,,72.94,72.94,72.94,,,,,2019-12-27,,72.94,1577415600,0
DOLAR CCL,73.55,0,73.55,73.55,73.55,73.55,,,,,2019-12-28,19:59,73.55,1577502000,0
DOLAR CCL,73.55,0,73.55,73.55,73.55,73.55,,,,,2019-12-29,19:59,73.55,1577588400,0
DOLAR CCL,73.55,,,73.55,73.55,73.55,,,,,2019-12-30,,73.55,1577674800,0
DOLAR CCL,74.41,0,74.41,74.41,74.41,74.41,,,,,2019-12-31,19:59,74.41,1577761200,0
DOLAR CCL,74.41,0,74.41,74.41,74.41,74.41,,,,,2020-01-01,19:59,74.41,1577847600,0
DOLAR CCL,74.41,,,74.41,74.41,74.41,,,,,2020-01-02,,74.41,1577934000,0
DOLAR CCL,75.06,,,75.06,75.06,75.06,,,,,2020-01-03,,75.06,1578020400,0
DOLAR CCL,78,0,78,78,78,78,,,,,2020-01-04,19:59,78,1578106800,0
DOLAR CCL,78,0,78,78,78,78,,,,,2020-01-05,19:59,78,1578193200,0
DOLAR CCL,78,,,78,78,78,,,,,2020-01-06,,78,1578279600,0
DOLAR CCL,77.87,,,77.87,77.87,77.87,,,,,2020-01-07,,77.87,1578366000,0
DOLAR CCL,77.54,,,77.54,77.54,77.54,,,,,2020-01-08,,77.54,1578452400,0
DOLAR CCL,78.27,,,78.27,78.27,78.27,,,,,2020-01-09,,78.27,1578538800,0
DOLAR CCL,77.86,,,77.86,77.86,77.86,,,,,2020-01-10,,77.86,1578625200,0
DOLAR CCL,79.61,0,79.61,79.61,79.61,79.61,,,,,2020-01-11,19:59,79.61,1578711600,0
DOLAR CCL,79.61,0,79.61,79.61,79.61,79.61,,,,,2020-01-12,19:59,79.61,1578798000,0
DOLAR CCL,79.61,,,79.61,79.61,79.61,,,,,2020-01-13,,79.61,1578884400,0
DOLAR CCL,80.9,,,80.9,80.9,80.9,,,,,2020-01-14,,80.9,1578970800,0
DOLAR CCL,81.09,,,81.09,81.09,81.09,,,,,2020-01-15,,81.09,1579057200,0
DOLAR CCL,80.84,,,80.84,80.84,80.84,,,,,2020-01-16,,80.84,1579143600,0
DOLAR CCL,81.81,,,81.81,81.81,81.81,,,,,2020-01-17,,81.81,1579230000,0
DOLAR CCL,80.44,0,80.44,80.44,80.44,80.44,,,,,2020-01-18,19:59,80.44,1579316400,0
DOLAR CCL,80.44,0,80.44,80.44,80.44,80.44,,,,,2020-01-19,19:59,80.44,1579402800,0
DOLAR CCL,80.44,,,80.44,80.44,80.44,,,,,2020-01-20,,80.44,1579489200,0
DOLAR CCL,81.05,,,81.05,81.05,81.05,,,,,2020-01-21,,81.05,1579575600,0
DOLAR CCL,81.66,,,81.66,81.66,81.66,,,,,2020-01-22,,81.66,1579662000,0
DOLAR CCL,81.64,,,81.64,81.64,81.64,,,,,2020-01-23,,81.64,1579748400,0
DOLAR CCL,84,,,84,84,84,,,,,2020-01-24,,84,1579834800,0
DOLAR CCL,83.29,0,83.29,83.29,83.29,83.29,,,,,2020-01-25,19:59,83.29,1579921200,0
DOLAR CCL,83.29,0,83.29,83.29,83.29,83.29,,,,,2020-01-26,19:59,83.29,1580007600,0
DOLAR CCL,83.29,,,83.29,83.29,83.29,,,,,2020-01-27,,83.29,1580094000,0
DOLAR CCL,83.54,,,83.54,83.54,83.54,,,,,2020-01-28,,83.54,1580180400,0
DOLAR CCL,84.63,,,84.63,84.63,84.63,,,,,2020-01-29,,84.63,1580266800,0
DOLAR CCL,84.11,,,84.11,84.11,84.11,,,,,2020-01-30,,84.11,1580353200,0
DOLAR CCL,84.88,,,84.88,84.88,84.88,,,,,2020-01-31,,84.88,1580439600,0
DOLAR CCL,85.41,0,85.41,85.41,85.41,85.41,,,,,2020-02-01,19:59,85.41,1580526000,0
DOLAR CCL,85.41,0,85.41,85.41,85.41,85.41,,,,,2020-02-02,19:59,85.41,1580612400,0
DOLAR CCL,85.41,,,85.41,85.41,85.41,,,,,2020-02-03,,85.41,1580698800,0
DOLAR CCL,84.45,,,84.45,84.45,84.45,,,,,2020-02-04,,84.45,1580785200,0
DOLAR CCL,84.82,,,84.82,84.82,84.82,,,,,2020-02-05,,84.82,1580871600,0
DOLAR CCL,84.83,,,84.83,84.83,84.83,,,,,2020-02-06,,84.83,1580958000,0
DOLAR CCL,84.24,,,84.24,84.24,84.24,,,,,2020-02-07,,84.24,1581044400,0
DOLAR CCL,84.62,0,84.62,84.62,84.62,84.62,,,,,2020-02-08,19:59,84.62,1581130800,0
DOLAR CCL,84.62,0,84.62,84.62,84.62,84.62,,,,,2020-02-09,19:59,84.62,1581217200,0
DOLAR CCL,84.62,,,84.62,84.62,84.62,,,,,2020-02-10,,84.62,1581303600,0
DOLAR CCL,84.03,,,84.03,84.03,84.03,,,,,2020-02-11,,84.03,1581390000,0
DOLAR CCL,83.74,,,83.74,83.74,83.74,,,,,2020-02-12,,83.74,1581476400,0
DOLAR CCL,82.47,,,82.47,82.47,82.47,,,,,2020-02-13,,82.47,1581562800,0
DOLAR CCL,83.45,,,83.45,83.45,83.45,,,,,2020-02-14,,83.45,1581649200,0
DOLAR CCL,83.23,0,83.23,83.23,83.23,83.23,,,,,2020-02-15,19:59,83.23,1581735600,0
DOLAR CCL,83.23,0,83.23,83.23,83.23,83.23,,,,,2020-02-16,19:59,83.23,1581822000,0
DOLAR CCL,83.23,,,83.23,83.23,83.23,,,,,2020-02-17,,83.23,1581908400,0
DOLAR CCL,82.92,,,82.92,82.92,82.92,,,,,2020-02-18,,82.92,1581994800,0
DOLAR CCL,81.5,,,81.5,81.5,81.5,,,,,2020-02-19,,81.5,1582081200,0
DOLAR CCL,81.74,,,81.74,81.74,81.74,,,,,2020-02-20,,81.74,1582167600,0
DOLAR CCL,81.36,,,81.36,81.36,81.36,,,,,2020-02-21,,81.36,1582254000,0
DOLAR CCL,80.57,0,80.57,80.57,80.57,80.57,,,,,2020-02-22,19:59,80.57,1582340400,0
DOLAR CCL,80.57,0,80.57,80.57,80.57,80.57,,,,,2020-02-23,19:59,80.57,1582426800,0
DOLAR CCL,80.57,0,80.57,80.57,80.57,80.57,,,,,2020-02-24,19:59,80.57,1582513200,0
DOLAR CCL,80.57,0,80.57,80.57,80.57,80.57,,,,,2020-02-25,19:59,80.57,1582599600,0
DOLAR CCL,80.57,,,80.57,80.57,80.57,,,,,2020-02-26,,80.57,1582686000,0
DOLAR CCL,80.68,,,80.68,80.68,80.68,,,,,2020-02-27,,80.68,1582772400,0
DOLAR CCL,80.56,,,80.56,80.56,80.56,,,,,2020-02-28,,80.56,1582858800,0
DOLAR CCL,82.03,0,82.03,82.03,82.03,82.03,,,,,2020-02-29,19:59,82.03,1582945200,0
DOLAR CCL,82.03,0,82.03,82.03,82.03,82.03,,,,,2020-03-01,19:59,82.03,1583031600,0
DOLAR CCL,82.03,,,82.03,82.03,82.03,,,,,2020-03-02,,82.03,1583118000,0
DOLAR CCL,82.48,,,82.48,82.48,82.48,,,,,2020-03-03,,82.48,1583204400,0
DOLAR CCL,82.01,,,82.01,82.01,82.01,,,,,2020-03-04,,82.01,1583290800,0
DOLAR CCL,81.55,,,81.55,81.55,81.55,,,,,2020-03-05,,81.55,1583377200,0
DOLAR CCL,81.95,,,81.95,81.95,81.95,,,,,2020-03-06,,81.95,1583463600,0
DOLAR CCL,83.22,0,83.22,83.22,83.22,83.22,,,,,2020-03-07,19:59,83.22,1583550000,0
DOLAR CCL,83.22,0,83.22,83.22,83.22,83.22,,,,,2020-03-08,19:59,83.22,1583636400,0
DOLAR CCL,83.22,,,83.22,83.22,83.22,,,,,2020-03-09,,83.22,1583722800,0
DOLAR CCL,86.49,,,86.49,86.49,86.49,,,,,2020-03-10,,86.49,1583809200,0
DOLAR CCL,84.85,,,84.85,84.85,84.85,,,,,2020-03-11,,84.85,1583895600,0
DOLAR CCL,87.1,,,87.1,87.1,87.1,,,,,2020-03-12,,87.1,1583982000,0
DOLAR CCL,89.04,,,89.04,89.04,89.04,,,,,2020-03-13,,89.04,1584068400,0
DOLAR CCL,89.15,0,89.15,89.15,89.15,89.15,,,,,2020-03-14,19:59,89.15,1584154800,0
DOLAR CCL,89.15,0,89.15,89.15,89.15,89.15,,,,,2020-03-15,19:59,89.15,1584241200,0
DOLAR CCL,89.15,,,89.15,89.15,89.15,,,,,2020-03-16,,89.15,1584327600,0
DOLAR CCL,89.31,,,89.31,89.31,89.31,,,,,2020-03-17,,89.31,1584414000,0
DOLAR CCL,88.19,,,88.19,88.19,88.19,,,,,2020-03-18,,88.19,1584500400,0
DOLAR CCL,89.53,,,89.53,89.53,89.53,,,,,2020-03-19,,89.53,1584586800,0
DOLAR CCL,89.93,,,89.93,89.93,89.93,,,,,2020-03-20,,89.93,1584673200,0
DOLAR CCL,91.6,,,91.6,91.6,91.6,,,,,2020-03-21,,91.6,1584759600,0
DOLAR CCL,91.6,,,91.6,91.6,91.6,,,,,2020-03-22,,91.6,1584846000,0
DOLAR CCL,91.6,,,91.6,91.6,91.6,,,,,2020-03-23,,91.6,1584932400,0
DOLAR CCL,91.6,,,91.6,91.6,91.6,,,,,2020-03-24,,91.6,1585018800,0
DOLAR CCL,87.99,,,87.99,87.99,87.99,,,,,2020-03-25,,87.99,1585105200,0
DOLAR CCL,84.36,,,84.36,84.36,84.36,,,,,2020-03-26,,84.36,1585191600,0
DOLAR CCL,86.49,,,86.49,86.49,86.49,,,,,2020-03-27,,86.49,1585278000,0
DOLAR CCL,86.49,,,86.49,86.49,86.49,,,,,2020-03-28,,86.49,1585364400,0
DOLAR CCL,86.49,,,86.49,86.49,86.49,,,,,2020-03-29,,86.49,1585450800,0
DOLAR CCL,86.92,,,86.92,86.92,86.92,,,,,2020-03-30,,86.92,1585537200,0
DOLAR CCL,86.92,,,86.92,86.92,86.92,,,,,2020-03-31,,86.92,1585623600,0
DOLAR CCL,87.92,,,87.92,87.92,87.92,,,,,2020-04-01,,87.92,1585710000,0
DOLAR CCL,88.81,,,88.81,88.81,88.81,,,,,2020-04-02,,88.81,1585796400,0
DOLAR CCL,89.09,,,89.09,89.09,89.09,,,,,2020-04-03,,89.09,1585882800,0
DOLAR CCL,89.09,,,89.09,89.09,89.09,,,,,2020-04-04,,89.09,1585969200,0
DOLAR CCL,89.09,,,89.09,89.09,89.09,,,,,2020-04-05,,89.09,1586055600,0
DOLAR CCL,90.78,,,90.78,90.78,90.78,,,,,2020-04-06,,90.78,1586142000,0
DOLAR CCL,90.44,,,90.44,90.44,90.44,,,,,2020-04-07,,90.44,1586228400,0
DOLAR CCL,94.69,,,94.69,94.69,94.69,,,,,2020-04-08,,94.69,1586314800,0
DOLAR CCL,94.69,,,94.69,94.69,94.69,,,,,2020-04-09,,94.69,1586401200,0
DOLAR CCL,94.69,,,94.69,94.69,94.69,,,,,2020-04-10,,94.69,1586487600,0
DOLAR CCL,94.69,,,94.69,94.69,94.69,,,,,2020-04-11,,94.69,1586574000,0
DOLAR CCL,94.69,,,94.69,94.69,94.69,,,,,2020-04-12,,94.69,1586660400,0
DOLAR CCL,102.21,,,102.21,102.21,102.21,,,,,2020-04-13,,102.21,1586746800,0
DOLAR CCL,107.42,,,107.42,107.42,107.42,,,,,2020-04-14,,107.42,1586833200,0
DOLAR CCL,108.79,,,108.79,108.79,108.79,,,,,2020-04-15,,108.79,1586919600,0
DOLAR CCL,102.1,,,102.1,102.1,102.1,,,,,2020-04-16,,102.1,1587006000,0
DOLAR CCL,102.64,,,102.64,102.64,102.64,,,,,2020-04-17,,102.64,1587092400,0
DOLAR CCL,102.64,,,102.64,102.64,102.64,,,,,2020-04-18,,102.64,1587178800,0
DOLAR CCL,102.64,,,102.64,102.64,102.64,,,,,2020-04-19,,102.64,1587265200,0
DOLAR CCL,105.27,,,105.27,105.27,105.27,,,,,2020-04-20,,105.27,1587351600,0
DOLAR CCL,109.56,,,109.56,109.56,109.56,,,,,2020-04-21,,109.56,1587438000,0
DOLAR CCL,111.11,,,111.11,111.11,111.11,,,,,2020-04-22,,111.11,1587524400,0
DOLAR CCL,111.57,,,111.57,111.57,111.57,,,,,2020-04-23,,111.57,1587610800,0
DOLAR CCL,112.02,,,112.02,112.02,112.02,,,,,2020-04-24,,112.02,1587697200,0
DOLAR CCL,112.02,,,112.02,112.02,112.02,,,,,2020-04-25,,112.02,1587783600,0
DOLAR CCL,112.02,,,112.02,112.02,112.02,,,,,2020-04-26,,112.02,1587870000,0
DOLAR CCL,115.09,,,115.09,115.09,115.09,,,,,2020-04-27,,115.09,1587956400,0
DOLAR CCL,119.64,,,119.64,119.64,119.64,,,,,2020-04-28,,119.64,1588042800,0
DOLAR CCL,109.76,,,109.76,109.76,109.76,,,,,2020-04-29,,109.76,1588129200,0
DOLAR CCL,114.65,,,114.65,114.65,114.65,,,,,2020-04-30,,114.65,1588215600,0
DOLAR CCL,114.65,,,114.65,114.65,114.65,,,,,2020-05-01,,114.65,1588302000,0
DOLAR CCL,114.65,,,114.65,114.65,114.65,,,,,2020-05-02,,114.65,1588388400,0
DOLAR CCL,114.65,,,114.65,114.65,114.65,,,,,2020-05-03,,114.65,1588474800,0
DOLAR CCL,112.56,,,112.56,112.56,112.56,,,,,2020-05-04,,112.56,1588561200,0
DOLAR CCL,119.91,,,119.91,119.91,119.91,,,,,2020-05-05,,119.91,1588647600,0
DOLAR CCL,118.43,,,118.43,118.43,118.43,,,,,2020-05-06,,118.43,1588734000,0
DOLAR CCL,117.81,,,117.81,117.81,117.81,,,,,2020-05-07,,117.81,1588820400,0
DOLAR CCL,115.35,,,115.35,115.35,115.35,,,,,2020-05-08,,115.35,1588906800,0
DOLAR CCL,115.35,,,115.35,115.35,115.35,,,,,2020-05-09,,115.35,1588993200,0
DOLAR CCL,115.35,,,115.35,115.35,115.35,,,,,2020-05-10,,115.35,1589079600,0
DOLAR CCL,118.53,,,118.53,118.53,118.53,,,,,2020-05-11,,118.53,1589166000,0
DOLAR CCL,121.96,,,121.96,121.96,121.96,,,,,2020-05-12,,121.96,1589252400,0
DOLAR CCL,125.76,,,125.76,125.76,125.76,,,,,2020-05-13,,125.76,1589338800,0
DOLAR CCL,122.83,,,122.83,122.83,122.83,,,,,2020-05-14,,122.83,1589425200,0
DOLAR CCL,121.32,,,121.32,121.32,121.32,,,,,2020-05-15,,121.32,1589511600,0
DOLAR CCL,121.32,,,121.32,121.32,121.32,,,,,2020-05-16,,121.32,1589598000,0
DOLAR CCL,121.32,,,121.32,121.32,121.32,,,,,2020-05-17,,121.32,1589684400,0
DOLAR CCL,118.78,,,118.78,118.78,118.78,,,,,2020-05-18,,118.78,1589770800,0
DOLAR CCL,118.38,,,118.38,118.38,118.38,,,,,2020-05-19,,118.38,1589857200,0
DOLAR CCL,119.51,,,119.51,119.51,119.51,,,,,2020-05-20,,119.51,1589943600,0
DOLAR CCL,117.42,,,117.42,117.42,117.42,,,,,2020-05-21,,117.42,1590030000,0
DOLAR CCL,113.92,,,113.92,113.92,113.92,,,,,2020-05-22,,113.92,1590116400,0
DOLAR CCL,113.92,,,113.92,113.92,113.92,,,,,2020-05-23,,113.92,1590202800,0
DOLAR CCL,113.92,,,113.92,113.92,113.92,,,,,2020-05-24,,113.92,1590289200,0
DOLAR CCL,113.92,,,113.92,113.92,113.92,,,,,2020-05-25,,113.92,1590375600,0
DOLAR CCL,110.64,,,110.64,110.64,110.64,,,,,2020-05-26,,110.64,1590462000,0
DOLAR CCL,109.84,,,109.84,109.84,109.84,,,,,2020-05-27,,109.84,1590548400,0
DOLAR CCL,112.69,,,112.69,112.69,112.69,,,,,2020-05-28,,112.69,1590634800,0
DOLAR CCL,113.42,,,113.42,113.42,113.42,,,,,2020-05-29,,113.42,1590721200,0
DOLAR CCL,113.42,,,113.42,113.42,113.42,,,,,2020-05-30,,113.42,1590807600,0
DOLAR CCL,113.42,,,113.42,113.42,113.42,,,,,2020-05-31,,113.42,1590894000,0
DOLAR CCL,114.08,,,114.08,114.08,114.08,,,,,2020-06-01,,114.08,1590980400,0
DOLAR CCL,114.05,,,114.05,114.05,114.05,,,,,2020-06-02,,114.05,1591066800,0
DOLAR CCL,114.71,,,114.71,114.71,114.71,,,,,2020-06-03,,114.71,1591153200,0
DOLAR CCL,114.41,,,114.41,114.41,114.41,,,,,2020-06-04,,114.41,1591239600,0
DOLAR CCL,115.34,,,115.34,115.34,115.34,,,,,2020-06-05,,115.34,1591326000,0
DOLAR CCL,115.34,,,115.34,115.34,115.34,,,,,2020-06-06,,115.34,1591412400,0
DOLAR CCL,115.34,,,115.34,115.34,115.34,,,,,2020-06-07,,115.34,1591498800,0
DOLAR CCL,116.37,,,116.37,116.37,116.37,,,,,2020-06-08,,116.37,1591585200,0
DOLAR CCL,116.08,,,116.08,116.08,116.08,,,,,2020-06-09,,116.08,1591671600,0
DOLAR CCL,114.4,,,114.4,114.4,114.4,,,,,2020-06-10,,114.4,1591758000,0
DOLAR CCL,112.27,,,112.27,112.27,112.27,,,,,2020-06-11,,112.27,1591844400,0
DOLAR CCL,109.27,,,109.27,109.27,109.27,,,,,2020-06-12,,109.27,1591930800,0
DOLAR CCL,109.27,,,109.27,109.27,109.27,,,,,2020-06-13,,109.27,1592017200,0
DOLAR CCL,109.27,,,109.27,109.27,109.27,,,,,2020-06-14,,109.27,1592103600,0
DOLAR CCL,109.27,,,109.27,109.27,109.27,,,,,2020-06-15,,109.27,1592190000,0
DOLAR CCL,109.12,,,109.12,109.12,109.12,,,,,2020-06-16,,109.12,1592276400,0
DOLAR CCL,107.68,,,107.68,107.68,107.68,,,,,2020-06-17,,107.68,1592362800,0
DOLAR CCL,109.81,,,109.81,109.81,109.81,,,,,2020-06-18,,109.81,1592449200,0
DOLAR CCL,110,,,110,110,110,,,,,2020-06-19,,110,1592535600,0
DOLAR CCL,110,,,110,110,110,,,,,2020-06-20,,110,1592622000,0
DOLAR CCL,110,,,110,110,110,,,,,2020-06-21,,110,1592708400,0
DOLAR CCL,105.49,,,105.49,105.49,105.49,,,,,2020-06-22,,105.49,1592794800,0
DOLAR CCL,108.58,,,108.58,108.58,108.58,,,,,2020-06-23,,108.58,1592881200,0
DOLAR CCL,108.03,,,108.03,108.03,108.03,,,,,2020-06-24,,108.03,1592967600,0
DOLAR CCL,106.1,,,106.1,106.1,106.1,,,,,2020-06-25,,106.1,1593054000,0
DOLAR CCL,105.7,,,105.7,105.7,105.7,,,,,2020-06-26,,105.7,1593140400,0
DOLAR CCL,105.7,,,105.7,105.7,105.7,,,,,2020-06-27,,105.7,1593226800,0
DOLAR CCL,105.7,,,105.7,105.7,105.7,,,,,2020-06-28,,105.7,1593313200,0
DOLAR CCL,104.07,,,104.07,104.07,104.07,,,,,2020-06-29,,104.07,1593399600,0
DOLAR CCL,104.14,,,104.14,104.14,104.14,,,,,2020-06-30,,104.14,1593486000,0
DOLAR CCL,108.1,,,108.1,108.1,108.1,,,,,2020-07-01,,108.1,1593572400,0
DOLAR CCL,109.73,,,109.73,109.73,109.73,,,,,2020-07-02,,109.73,1593658800,0
DOLAR CCL,108.55,,,108.55,108.55,108.55,,,,,2020-07-03,,108.55,1593745200,0
DOLAR CCL,108.55,,,108.55,108.55,108.55,,,,,2020-07-04,,108.55,1593831600,0
DOLAR CCL,108.55,,,108.55,108.55,108.55,,,,,2020-07-05,,108.55,1593918000,0
DOLAR CCL,108.11,,,108.11,108.11,108.11,,,,,2020-07-06,,108.11,1594004400,0
DOLAR CCL,109.48,,,109.48,109.48,109.48,,,,,2020-07-07,,109.48,1594090800,0
DOLAR CCL,109.12,,,109.12,109.12,109.12,,,,,2020-07-08,,109.12,1594177200,0
DOLAR CCL,109.12,,,109.12,109.12,109.12,,,,,2020-07-09,,109.12,1594263600,0
DOLAR CCL,109.12,,,109.12,109.12,109.12,,,,,2020-07-10,,109.12,1594350000,0
DOLAR CCL,109.12,,,109.12,109.12,109.12,,,,,2020-07-11,,109.12,1594436400,0
DOLAR CCL,109.12,,,109.12,109.12,109.12,,,,,2020-07-12,,109.12,1594522800,0
DOLAR CCL,111.73,,,111.73,111.73,111.73,,,,,2020-07-13,,111.73,1594609200,0
DOLAR CCL,113.06,,,113.06,113.06,113.06,,,,,2020-07-14,,113.06,1594695600,0
DOLAR CCL,113.37,,,113.37,113.37,113.37,,,,,2020-07-15,,113.37,1594782000,0
DOLAR CCL,113.62,,,113.62,113.62,113.62,,,,,2020-07-16,,113.62,1594868400,0
DOLAR CCL,117.86,,,117.86,117.86,117.86,,,,,2020-07-17,,117.86,1594954800,0
DOLAR CCL,117.86,,,117.86,117.86,117.86,,,,,2020-07-18,,117.86,1595041200,0
DOLAR CCL,117.86,,,117.86,117.86,117.86,,,,,2020-07-19,,117.86,1595127600,0
DOLAR CCL,119.2,,,119.2,119.2,119.2,,,,,2020-07-20,,119.2,1595214000,0
DOLAR CCL,118.89,,,118.89,118.89,118.89,,,,,2020-07-21,,118.89,1595300400,0
DOLAR CCL,116.91,,,116.91,116.91,116.91,,,,,2020-07-22,,116.91,1595386800,0
DOLAR CCL,114.39,,,114.39,114.39,114.39,,,,,2020-07-23,,114.39,1595473200,0
DOLAR CCL,117.48,,,117.48,117.48,117.48,,,,,2020-07-24,,117.48,1595559600,0
DOLAR CCL,117.48,,,117.48,117.48,117.48,,,,,2020-07-25,,117.48,1595646000,0
DOLAR CCL,117.48,,,117.48,117.48,117.48,,,,,2020-07-26,,117.48,1595732400,0
DOLAR CCL,117.98,,,117.98,117.98,117.98,,,,,2020-07-27,,117.98,1595818800,0
DOLAR CCL,118.48,,,118.48,118.48,118.48,,,,,2020-07-28,,118.48,1595905200,0
DOLAR CCL,118.26,,,118.26,118.26,118.26,,,,,2020-07-29,,118.26,1595991600,0
DOLAR CCL,121.41,,,121.41,121.41,121.41,,,,,2020-07-30,,121.41,1596078000,0
DOLAR CCL,124.1,,,124.1,124.1,124.1,,,,,2020-07-31,,124.1,1596164400,0
DOLAR CCL,124.1,,,124.1,124.1,124.1,,,,,2020-08-01,,124.1,1596250800,0
DOLAR CCL,124.1,,,124.1,124.1,124.1,,,,,2020-08-02,,124.1,1596337200,0
DOLAR CCL,122,,,122,122,122,,,,,2020-08-03,,122,1596423600,0
DOLAR CCL,119.18,,,119.18,119.18,119.18,,,,,2020-08-04,,119.18,1596510000,0
DOLAR CCL,119.46,,,119.46,119.46,119.46,,,,,2020-08-05,,119.46,1596596400,0
DOLAR CCL,123.53,,,123.53,123.53,123.53,,,,,2020-08-06,,123.53,1596682800,0
DOLAR CCL,126.56,,,126.56,126.56,126.56,,,,,2020-08-07,,126.56,1596769200,0
DOLAR CCL,126.56,,,126.56,126.56,126.56,,,,,2020-08-08,,126.56,1596855600,0
DOLAR CCL,126.56,,,126.56,126.56,126.56,,,,,2020-08-09,,126.56,1596942000,0
DOLAR CCL,128.35,,,128.35,128.35,128.35,,,,,2020-08-10,,128.35,1597028400,0
DOLAR CCL,127.77,,,127.77,127.77,127.77,,,,,2020-08-11,,127.77,1597114800,0
DOLAR CCL,130.05,,,130.05,130.05,130.05,,,,,2020-08-12,,130.05,1597201200,0
DOLAR CCL,130.22,,,130.22,130.22,130.22,,,,,2020-08-13,,130.22,1597287600,0
DOLAR CCL,126.8,,,126.8,126.8,126.8,,,,,2020-08-14,,126.8,1597374000,0
DOLAR CCL,126.8,,,126.8,126.8,126.8,,,,,2020-08-15,,126.8,1597460400,0
DOLAR CCL,126.8,,,126.8,126.8,126.8,,,,,2020-08-16,,126.8,1597546800,0
DOLAR CCL,126.8,,,126.8,126.8,126.8,,,,,2020-08-17,,126.8,1597633200,0
DOLAR CCL,129.06,,,129.06,129.06,129.06,,,,,2020-08-18,,129.06,1597719600,0
DOLAR CCL,131.4,,,131.4,131.4,131.4,,,,,2020-08-19,,131.4,1597806000,0
DOLAR CCL,132.94,,,132.94,132.94,132.94,,,,,2020-08-20,,132.94,1597892400,0
DOLAR CCL,135,,,135,135,135,,,,,2020-08-21,,135,1597978800,0
DOLAR CCL,135,,,135,135,135,,,,,2020-08-22,,135,1598065200,0
DOLAR CCL,135,,,135,135,135,,,,,2020-08-23,,135,1598151600,0
DOLAR CCL,132.95,,,132.95,132.95,132.95,,,,,2020-08-24,,132.95,1598238000,0
DOLAR CCL,130.54,,,130.54,130.54,130.54,,,,,2020-08-25,,130.54,1598324400,0
DOLAR CCL,128.42,,,128.42,128.42,128.42,,,,,2020-08-26,,128.42,1598410800,0
DOLAR CCL,125.57,,,125.57,125.57,125.57,,,,,2020-08-27,,125.57,1598497200,0
DOLAR CCL,125.84,,,125.84,125.84,125.84,,,,,2020-08-28,,125.84,1598583600,0
DOLAR CCL,125.84,,,125.84,125.84,125.84,,,,,2020-08-29,,125.84,1598670000,0
DOLAR CCL,125.84,,,125.84,125.84,125.84,,,,,2020-08-30,,125.84,1598756400,0
DOLAR CCL,125.79,,,125.79,125.79,125.79,,,,,2020-08-31,,125.79,1598842800,0
DOLAR CCL,130.78,,,130.78,130.78,130.78,,,,,2020-09-01,,130.78,1598929200,0
DOLAR CCL,129.51,,,129.51,129.51,129.51,,,,,2020-09-02,,129.51,1599015600,0
DOLAR CCL,123.81,,,123.81,123.81,123.81,,,,,2020-09-03,,123.81,1599102000,0
DOLAR CCL,128.49,,,128.49,128.49,128.49,,,,,2020-09-04,,128.49,1599188400,0
DOLAR CCL,128.49,,,128.49,128.49,128.49,,,,,2020-09-05,,128.49,1599274800,0
DOLAR CCL,128.49,,,128.49,128.49,128.49,,,,,2020-09-06,,128.49,1599361200,0
